"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jan 28 04:08:34 GMT 2024","Sun Jan 28 04:08:42 GMT 2024","7625","","Dummy Frontend testen","","4. Als tester wil ik het aantal opties uit een auto-complete veld tellen en versturen via de FE","","4. Als tester wil ik het aantal opties uit een auto-complete veld tellen en versturen via de FE",""
"passed","Sun Jan 28 04:08:34 GMT 2024","Sun Jan 28 04:08:42 GMT 2024","8044","","Dummy Frontend testen","","2. Als dummy testproject wil ik de afwezigheid van een succesmelding kunnen valideren","","2. Als dummy testproject wil ik de afwezigheid van een succesmelding kunnen valideren",""
"passed","Sun Jan 28 04:08:34 GMT 2024","Sun Jan 28 04:08:34 GMT 2024","20","","Dummy Backend testen","","1. Als dummy testproject wil ik een simpele rekensom oplossen","","1. Als dummy testproject wil ik een simpele rekensom oplossen",""
"passed","Sun Jan 28 04:08:34 GMT 2024","Sun Jan 28 04:08:35 GMT 2024","497","","Dummy Backend testen","","2. Als dummy testproject wil ik een simpele stub maken en deze via REST valideren","","2. Als dummy testproject wil ik een simpele stub maken en deze via REST valideren",""
"passed","Sun Jan 28 04:08:34 GMT 2024","Sun Jan 28 04:08:42 GMT 2024","7589","","Dummy Frontend testen","","1. Als dummy testproject wil ik een simpele succesmelding kunnen valideren","","1. Als dummy testproject wil ik een simpele succesmelding kunnen valideren",""
"passed","Sun Jan 28 04:08:34 GMT 2024","Sun Jan 28 04:08:43 GMT 2024","8387","","Dummy Frontend testen","","3. Als tester wil ik een xml bestand kunnen downloaden en hier een waarde uithalen om in te vullen in de FE","","3. Als tester wil ik een xml bestand kunnen downloaden en hier een waarde uithalen om in te vullen in de FE",""
